HGNC.symbol	PROBEID
ZNF598	225104_at
ZNF598	232367_x_at
ZNF598	232367_x_at
ZNF598	232367_x_at
ZNF598	232367_x_at
C9orf152	229964_at
FCN1	205237_at
FCN1	1560034_a_at
ATP8B3	239457_at
ATP8B3	215319_at
ATP8B3	239457_at
ATP8B3	215319_at
ATP8B3	239457_at
ATP8B3	215319_at
ATP8B3	215319_at
ATP8B3	1554704_at
ATP8B3	1554704_at
SCARNA13	238691_at
SCARNA13	244786_at
ZNF75D	230583_s_at
ZNF75D	230584_at
ZNF75D	214813_at
ZNF75D	1553225_s_at
ZNF75D	213659_at
ZNF75D	214813_at
ZNF75D	1553225_s_at
ZNF75D	213659_at
ZNF75D	214813_at
ZNF75D	1553225_s_at
ZNF75D	213659_at
PIK3CD-AS2	1557341_x_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	1556043_a_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	1556043_a_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242679_at
TTN-AS1	242771_at
TTN-AS1	1556043_a_at
TTN-AS1	242679_at
TTN-AS1	1556043_a_at
TTN-AS1	1556043_a_at
PGAP3	55616_at
PGAP3	221811_at
PGAP3	55616_at
PGAP3	221811_at
PGAP3	55616_at
PGAP3	221811_at
PGAP3	55616_at
PGAP3	221811_at
PGAP3	55616_at
PGAP3	221811_at
RNU6-1306P	1570653_at
GAS2L3	235709_at
GAS2L3	235709_at
GAS2L3	235709_at
GAS2L3	238756_at
GAS2L3	235709_at
GAS2L3	235709_at
TOMM20P4	212773_s_at
ATP8B4	220416_at
ATP8B4	220416_at
ATP8B4	243082_at
ATP8B4	220416_at
ATP8B4	220416_at
ATP8B4	220416_at
ATP8B4	220416_at
ATP8B4	220416_at
ATP8B4	220416_at
TMEM167A	226276_at
TMEM167A	224702_at
TMEM167A	226276_at
TMEM167A	224702_at
TMEM167A	226276_at
TMEM167A	226276_at
TMEM167A	226276_at
TMEM167A	226276_at
DHX34	204815_s_at
DHX34	214017_s_at
DHX34	214017_s_at
DHX34	214017_s_at
TTTY7B	233151_s_at
TTTY7B	234309_at
TTTY7B	233151_s_at
TTTY7B	233151_s_at
KIAA1210	232332_at
CYP2A6	1494_f_at
CYP2A6	211295_x_at
CYP2A6	214320_x_at
CYP2A6	207244_x_at
CYP2A6	1494_f_at
CYP2A6	211295_x_at
CYP2A6	214320_x_at
CYP2A6	207244_x_at
CYP2A6	211295_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	214800_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	214800_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	214800_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	214800_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	214800_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	211939_x_at
BTF3	208517_x_at
BTF3	214800_x_at
ZKSCAN8	206579_at
ZKSCAN8	226102_at
C17orf47	1554662_at
MED13	223780_s_at
MED13	201987_at
MED13	201986_at
MED13	223780_s_at
MED13	244611_at
MED13	244611_at
SNORA67	211787_s_at
SNORA67	201530_x_at
LINC00698	1557369_a_at
LINC00698	1557369_a_at
LINC00698	1557369_a_at
ATRNL1	1569796_s_at
ATRNL1	1569796_s_at
ATRNL1	1569796_s_at
ATRNL1	1569796_s_at
ATRNL1	213744_at
ATRNL1	1569796_s_at
ATRNL1	213745_at
NPTX1	204684_at
NPTX1	204684_at
ZNRD1	234115_s_at
ZNRD1	223639_s_at
ZNRD1	227673_at
ZNRD1	228009_x_at
ZNRD1	234530_s_at
ZNRD1	234114_at
ZNRD1	223639_s_at
ZNRD1	228009_x_at
ZNRD1	234530_s_at
ZNRD1	223639_s_at
ZNRD1	228009_x_at
ZNRD1	234530_s_at
ZNRD1	223639_s_at
ZNRD1	228009_x_at
ZNRD1	234530_s_at
ZNRD1	223639_s_at
ZNRD1	228009_x_at
ZNRD1	234530_s_at
ZNRD1	223639_s_at
ZNRD1	228009_x_at
FAM72C	225834_at
FAM72C	225834_at
CLNK	1570239_a_at
CLNK	241483_at
CLNK	1562587_at
CLNK	241483_at
CLNK	1562587_at
CLNK	1570239_a_at
CLNK	1570239_a_at
CLNK	1562587_at
OR1A1	221388_at
ADAMTS20	1553409_at
ADAMTS20	220717_at
ADAMTS20	220717_at
PLGLB2	205871_at
PLGLB2	1558603_at
PLGLB2	214415_at
PLGLB2	205871_at
PLGLB2	1558603_at
SNORD14C	210338_s_at
LEMD1-AS1	1561281_a_at
LEMD1-AS1	1561280_at
BARX2	210419_at
AQP5	213611_at
AQP5	213611_at
PAPOLG	219160_s_at
PAPOLG	224427_s_at
PAPOLG	222839_s_at
PAPOLG	219160_s_at
PAPOLG	224427_s_at
PAPOLG	222839_s_at
PAPOLG	219160_s_at
PAPOLG	224427_s_at
PAPOLG	222839_s_at
PAPOLG	219160_s_at
PAPOLG	224427_s_at
PAPOLG	222839_s_at
PAPOLG	219160_s_at
PAPOLG	224427_s_at
PAPOLG	222839_s_at
PAPOLG	222273_at
PAPOLG	224427_s_at
CRYAA	210199_at
CRYAA	210199_at
CRYAA	210199_at
CRYAA	210199_at
CRYAA	210199_at
FPGT-TNNI3K	220415_at
CES1	209616_s_at
CES1	209616_s_at
CES1	209616_s_at
CES1	209616_s_at
CES1	209616_s_at
LRSAM1	227675_at
LRSAM1	235449_at
LRSAM1	227675_at
LRSAM1	235449_at
LRSAM1	227675_at
LRSAM1	235449_at
LRSAM1	235449_at
LRSAM1	227675_at
LRSAM1	235449_at
LRSAM1	235449_at
LRSAM1	227675_at
LRSAM1	235449_at
TFIP11	202750_s_at
TFIP11	202751_at
TFIP11	202750_s_at
TFIP11	202751_at
TFIP11	202750_s_at
TFIP11	202751_at
TFIP11	202750_s_at
TFIP11	202751_at
TFIP11	202750_s_at
TFIP11	202751_at
TFIP11	202750_s_at
TFIP11	202751_at
TUSC1	227388_at
PER3	1555131_a_at
PER3	1555130_at
PER3	1555131_a_at
PER3	221045_s_at
PER3	1555131_a_at
PER3	221045_s_at
PER3	1569701_at
PER3	1569701_at
PER3	1555131_a_at
PER3	1555131_a_at
PER3	221045_s_at
PER3	1555131_a_at
PER3	221045_s_at
NSUN2	223076_s_at
NSUN2	223076_s_at
NSUN2	223076_s_at
NSUN2	223076_s_at
NSUN2	223076_s_at
PON2	210830_s_at
PON2	201876_at
PON2	210830_s_at
PON2	201876_at
PON2	210830_s_at
PON2	201876_at
PON2	210830_s_at
PON2	201876_at
PON2	210830_s_at
PON2	201876_at
PON2	210830_s_at
PON2	201876_at
PON2	242700_at
PON2	210830_s_at
PON2	201876_at
MIR6782	214881_s_at
MIR6782	1558215_s_at
MIR6782	202692_s_at
UBA1	200964_at
UBA1	200964_at
UBA1	200964_at
MAF1	222998_at
MAF1	222998_at
MAF1	222998_at
MAF1	222998_at
MIR6795	203237_s_at
MIR103A2	235130_at
MIR103A2	238856_s_at
MT1H	206461_x_at
MT1H	206461_x_at
LRRC25	1559502_s_at
LRRC25	1559502_s_at
RAB31	217764_s_at
RAB31	217763_s_at
RAB31	217762_s_at
RAB31	217763_s_at
RAB31	217763_s_at
RAB31	217763_s_at
IL18	206295_at
IL18	206295_at
IL18	206295_at
IL18	206295_at
IL18	206295_at
DHRS4	218021_at
DHRS4	218021_at
DHRS4	218021_at
DHRS4	218021_at
DHRS4	218021_at
DHRS4	218021_at
DHRS4	218021_at
MBNL3	229498_at
MBNL3	219814_at
MBNL3	219814_at
MBNL3	219814_at
MBNL3	219814_at
MBNL3	219814_at
MBNL3	219814_at
MBNL3	219814_at
MBNL3	230113_at
MBNL3	229498_at
MBNL3	219814_at
MBNL3	230113_at
MBNL3	229498_at
MBNL3	219814_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
TSPAN1	209114_at
KIF25	207682_s_at
KIF25	208128_x_at
KIF25	207682_s_at
KIF25	208128_x_at
KIF25	207682_s_at
KIF25	208128_x_at
TMEM80	221951_at
TMEM80	65630_at
TMEM80	221951_at
TMEM80	65630_at
TMEM80	221951_at
TMEM80	65630_at
TMEM80	221951_at
TMEM80	65630_at
TMEM80	221951_at
TMEM80	65630_at
NNMT	202238_s_at
NNMT	202237_at
NNMT	202237_at
NNMT	202238_s_at
NNMT	202237_at
NNMT	202238_s_at
NNMT	202237_at
NNMT	202238_s_at
NNMT	202237_at
NNMT	202238_s_at
NNMT	202237_at
TMEM192	226589_at
TMEM192	1555790_a_at
TMEM192	226589_at
TMEM192	1555790_a_at
AMY2B	228023_x_at
AMY2B	208498_s_at
AMY2B	228023_x_at
AMY2B	208498_s_at
AMY2B	208498_s_at
AMY2B	208498_s_at
AMY2B	208498_s_at
COL15A1	203477_at
COL15A1	203477_at
FOLR1	204437_s_at
FOLR1	204437_s_at
FOLR1	204437_s_at
FOLR1	204437_s_at
TNPO3	214550_s_at
TNPO3	212317_at
TNPO3	212318_at
TNPO3	214550_s_at
TNPO3	212317_at
TNPO3	212318_at
TNPO3	214550_s_at
TNPO3	212317_at
TNPO3	212318_at
TNPO3	214550_s_at
TNPO3	214550_s_at
TNPO3	212317_at
TNPO3	212318_at
CFAP20	217957_at
CFAP20	217957_at
CFAP20	217957_at
ZNF626	1559616_x_at
ZNF626	235687_at
ZNF626	1552643_at
ZNF626	1559616_x_at
ZNF626	235687_at
FKTN	205283_at
FKTN	205283_at
FKTN	205283_at
FKTN	205283_at
LHX9	1565406_a_at
LHX9	1565406_a_at
LHX9	1562736_at
LHX9	1565406_a_at
LHX9	1562736_at
LHX9	1560253_at
LHX9	1565406_a_at
LHX9	1562736_at
LHX9	1565406_a_at
LHX9	1565406_a_at
LHX9	1562736_at
LHX9	1560253_at
LHX9	1565406_a_at
MFSD12	220178_at
MFSD12	220178_at
MFSD12	220178_at
MFSD12	220178_at
MFSD12	226516_at
MFSD12	226516_at
MFSD12	226516_at
MFSD12	226516_at
GOLPH3	217803_at
SNORA72	228047_at
TG	203673_at
TG	203673_at
TG	203673_at
TG	203673_at
TG	203673_at
TG	203673_at
LINC00238	237205_at
LINC00238	237205_at
LINC00238	237205_at
LINC00238	237205_at
LINC00238	237205_at
LINC00238	237205_at
LINC00238	237205_at
MIR30C2	231136_at
UQCRH	202233_s_at
UQCRH	202233_s_at
UQCRH	202233_s_at
UQCRH	202233_s_at
MIR25	208795_s_at
CSE1L	201112_s_at
CSE1L	210766_s_at
CSE1L	201111_at
CSE1L	201112_s_at
CSE1L	210766_s_at
CSE1L	201111_at
CSE1L	201112_s_at
CSE1L	210766_s_at
CSE1L	201111_at
SFPQ	214016_s_at
SFPQ	214016_s_at
SFPQ	221768_at
SFPQ	214016_s_at
SFPQ	214016_s_at
SFPQ	214016_s_at
SFPQ	214016_s_at
SFPQ	221768_at
SFPQ	214016_s_at
SFPQ	214016_s_at
SFPQ	214016_s_at
SFPQ	221768_at
SFPQ	201585_s_at
SFPQ	201586_s_at
SNORA61	228990_at
AKNA	225701_at
AKNA	225701_at
AKNA	225701_at
AKNA	225701_at
AKNA	1558565_at
AKNA	225701_at
AKNA	225701_at
CPNE9	239139_at
WSB2	201760_s_at
WSB2	201760_s_at
WSB2	201760_s_at
WSB2	201760_s_at
RNA5SP424	239044_at
DHX38	209178_at
DHX38	209178_at
DHX38	209178_at
DHX38	209178_at
DHX38	209178_at
DHX38	209178_at
DHX38	209178_at
APOC2	204561_x_at
APOC2	204561_x_at
APOC2	204561_x_at
IFNAR2	204785_x_at
IFNAR2	204785_x_at
IFNAR2	204786_s_at
IFNAR2	227125_at
IFNAR2	204786_s_at
IFNAR2	227125_at
IFNAR2	204786_s_at
IFNAR2	227125_at
IFNAR2	204785_x_at
SGCG	207302_at
RNF207	242882_at
RNF207	242882_at
RNF207	1555870_at
RNF207	1568728_s_at
RNF207	1555870_at
RNF207	1568728_s_at
RNF207	1568728_s_at
TRIP4	203732_at
TRIP4	203732_at
EPHA8	1554069_at
EPHA8	231796_at
LECT1	206309_at
LECT1	206309_at
SCG3	219196_at
SCG3	219196_at
THRB	228716_at
THRB	207044_at
THRB	229657_at
THRB	207044_at
THRB	207044_at
THRB	228716_at
THRB	207044_at
THRB	229657_at
COX8A	201119_s_at
LINC01416	1561339_at
VEGFC	209946_at
CASP5	207500_at
CASP5	207500_at
CASP5	207500_at
CASP5	207500_at
CASP5	207500_at
CASP5	207500_at
CASP5	207500_at
CASP5	207500_at
TAMM41	226815_at
TAMM41	226815_at
TAMM41	226815_at
TAMM41	226815_at
TAMM41	226815_at
TAMM41	226815_at
AAMP	201511_at
AAMP	201511_at
AAMP	201511_at
AAMP	201511_at
AAMP	201511_at
AAMP	201511_at
AAMP	201511_at
AAMP	201511_at
POLR1C	207515_s_at
POLR1C	209317_at
POLR1C	207515_s_at
POLR1C	209317_at
POLR1C	207515_s_at
POLR1C	207515_s_at
POLR1C	209317_at
POLR1C	207515_s_at
POLR1C	207515_s_at
POLR1C	209317_at
POLR1C	207515_s_at
POLR1C	207515_s_at
POLR1C	209317_at
POLR1C	207515_s_at
RNU1-122P	243551_at
MDH1	200978_at
MDH1	200978_at
MDH1	200978_at
MDH1	235374_at
MDH1	200978_at
MDH1	200978_at
MDH1	200978_at
SPATA19	1559138_a_at
SPATA19	1559138_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
OSCAR	1554503_a_at
FDX1	239161_at
FDX1	203646_at
FDX1	203647_s_at
PDGFD	222860_s_at
PDGFD	219304_s_at
PDGFD	222860_s_at
PDGFD	219304_s_at
RTKN2	230469_at
FIBCD1	238943_at
FIBCD1	238943_at
FIBCD1	240042_at
FIBCD1	240042_at
FIBCD1	238943_at
SOHLH1	1561403_at
SOHLH1	1561403_at
HIST1H2BE	208527_x_at
HIST1H2BE	209911_x_at
HIST1H2BE	208527_x_at
KCND2	207103_at
ZNF2	223792_at
ZNF2	223792_at
ZNF2	223792_at
ZNF2	223792_at
COL21A1	208096_s_at
COL21A1	208096_s_at
COL21A1	208096_s_at
COL21A1	208096_s_at
COL21A1	208096_s_at
SNORA2C	221821_s_at
VCX3A	207281_x_at
VCX3A	211403_x_at
VCX3A	207281_x_at
VCX3A	211403_x_at
VCX3A	207281_x_at
VCX3A	211403_x_at
ENAM	223893_at
RASL10B	244656_at
RASL10B	235488_at
RTCA-AS1	241853_at
HERC4	225988_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	225988_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	225988_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	225988_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	225988_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	225988_at
HERC4	208055_s_at
HERC4	225989_at
HERC4	208055_s_at
HERC4	208054_at
HERC4	232026_at
MMP20	207599_at
MMP20	207599_at
UBE2V2	228734_at
UBE2V2	230411_at
UBE2V2	209096_at
UBE2V2	209096_at
UBE2V2	209096_at
UBE2V2	209096_at
UBE2V2	209096_at
UBE2V2	209096_at
SLCO1B3	206354_at
SLCO1B3	206354_at
CNPY1	1559283_a_at
CNPY1	1559283_a_at
CNPY1	1559283_a_at
TBC1D3	209403_at
PPP2R5B	635_s_at
PPP2R5B	204611_s_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	218531_at
TMEM134	1558712_at
TMEM134	1558712_at
TMEM134	1558712_at
TMEM134	1558712_at
TMEM134	1558712_at
RNU7-45P	239629_at
SYNDIG1	219310_at
C20orf144	231522_at
C20orf144	231522_at
CASC2	239713_at
CASC2	239713_at
CASC2	1562336_at
CASC2	1556630_at
CASC2	1564371_a_at
CASC2	1564372_s_at
CASC2	239713_at
CASC2	239713_at
CASC2	239713_at
CASC2	239713_at
SNORD73B	212391_x_at
PLA2G2A	203649_s_at
PLA2G2A	203649_s_at
PLA2G2A	203649_s_at
PLA2G2A	203649_s_at
PLA2G2A	203649_s_at
PLA2G2A	203649_s_at
PSMG3-AS1	1561666_a_at
PSMG3-AS1	1561666_a_at
NXPH3	221991_at
NXPH3	228210_at
NXPH3	221991_at
ADCY10	217305_s_at
ADCY10	214547_at
ADCY10	217305_s_at
ADCY10	214547_at
ADCY10	217305_s_at
ADCY10	214547_at
ADCY10	217305_s_at
ADCY10	214547_at
RN7SKP187	215887_at
CLDN14	210689_at
CLDN14	210689_at
CLDN14	210689_at
CLDN14	210689_at
CLDN14	210689_at
PEAR1	228618_at
PEAR1	228618_at
PEAR1	228618_at
PEAR1	228618_at
LINC01243	1563174_at
VPS4A	217913_at
VPS4A	217913_at
SNORD116-21	232976_at
CCDC187	1554681_a_at
CCDC187	1554683_a_at
CCDC187	1554681_a_at
CCDC187	1554683_a_at
CCDC187	1554681_a_at
CCDC187	1554683_a_at
ELFN1	229581_at
ELFN1	229581_at
STK4-AS1	236695_at
STK4-AS1	236695_at
TINAG	231154_x_at
TINAG	231154_x_at
TINAG	223782_s_at
TINAG	231154_x_at
TINAG	231154_x_at
KCTD16	237384_x_at
KCTD16	233234_at
RPTN	1553454_at
HYALP1	1564777_at
DDX41	217840_at
DDX41	217840_at
DDX41	217840_at
DDX41	217840_at
DDX41	217840_at
DDX41	217840_at
DDX41	217840_at
ESAM	225369_at
ESAM	225369_at
ESAM	225369_at
ESAM	225369_at
ESAM	225369_at
LINC00445	231330_at
LINC00445	231330_at
MTF1	205323_s_at
MTF1	205322_s_at
MTF1	227150_at
FAM95C	244297_at
HIST1H4C	205967_at
RASEF	1553986_at
RASEF	243862_at
RASEF	235144_at
EXOC3L2	1552889_a_at
NEK7	212530_at
CASR	242744_s_at
CASR	211384_s_at
ARPC1A	200950_at
ARPC1A	200950_at
ARPC1A	200950_at
ARPC1A	200950_at
OR7E38P	217499_x_at
KIAA1107	214098_at
ABCB8	206317_s_at
ABCB8	229539_at
ABCB8	206317_s_at
ABCB8	206317_s_at
ABCB8	206317_s_at
ABCB8	206317_s_at
ABCB8	206317_s_at
ABCB8	206317_s_at
ABCB8	229539_at
FLRT3	222853_at
FLRT3	219250_s_at
FLRT3	222853_at
FLRT3	219250_s_at
WDFY4	229597_s_at
WDFY4	1553863_at
PCDHGB5	211807_x_at
PCDHGB5	209079_x_at
PCDHGB5	211876_x_at
PCDHGB5	215836_s_at
PCDHGB5	205717_x_at
PCDHGB5	211066_x_at
PCDHGB5	216352_x_at
PCDHGB5	211807_x_at
RNF113A	209565_at
HIPK2	225368_at
HIPK2	219028_at
HIPK2	225115_at
HIPK2	224066_s_at
HIPK2	213763_at
HIPK2	225097_at
HIPK2	225116_at
HIPK2	219028_at
HIPK2	224066_s_at
HIPK2	224065_at
HIPK2	224066_s_at
HIPK2	240294_at
NKRF	205004_at
NKRF	205004_at
NKRF	205004_at
SNRPB	208821_at
SNRPB	213175_s_at
SNRPB	213175_s_at
SNRPB	213175_s_at
LINC01012	1568826_at
MFSD9	213403_at
MFSD9	213403_at
MFSD9	213393_at
MFSD9	224483_s_at
MFSD9	224483_s_at
MFSD9	224483_s_at
MFSD9	224483_s_at
MFSD9	224483_s_at
DLGAP2	216916_s_at
HNF1B	205313_at
HNF1B	208135_at
THSD1	219477_s_at
THSD1	219477_s_at
MIR3687-1	AFFX-HUMRGE/M10098_5_at
TRAV21	216133_at
FAM201A	1557014_a_at
FAM201A	1557014_a_at
FAM201A	1557014_a_at
FAM201A	1557541_at
EME2	1569868_s_at
EME2	1569867_at
EME2	1556024_at
EME2	1569868_s_at
EME2	1569867_at
EME2	1556024_at
SLC25A40	227012_at
GSTM1	204418_x_at
GSTM1	204550_x_at
GSTM1	215333_x_at
GSTM1	204418_x_at
GSTM1	204550_x_at
GSTM1	215333_x_at
GSTM1	204418_x_at
GSTM1	204550_x_at
GSTM1	215333_x_at
GSTM1	204418_x_at
GSTM1	204550_x_at
GSTM1	215333_x_at
NR0B1	206645_s_at
NR0B1	206644_at
LMF1	46142_at
LMF1	219135_s_at
LMF1	1569048_s_at
LMF1	219136_s_at
LMF1	46142_at
LMF1	219135_s_at
LMF1	1569048_s_at
LMF1	219136_s_at
LMF1	46142_at
LMF1	219135_s_at
LMF1	1569048_s_at
LMF1	219136_s_at
LMF1	46142_at
LMF1	1569048_s_at
LMF1	46142_at
LMF1	219135_s_at
LMF1	1569048_s_at
LMF1	219136_s_at
LMF1	46142_at
LMF1	1569048_s_at
LMF1	219136_s_at
LMF1	46142_at
LMF1	219135_s_at
LMF1	219135_s_at
CCT8	200873_s_at
CCT8	200873_s_at
CCT8	200873_s_at
CCT8	200873_s_at
CCT8	200873_s_at
CCT8	200873_s_at
BIRC2	202076_at
BIRC2	202076_at
BIRC2	202076_at
BIRC2	202076_at
BIRC2	202076_at
BIRC2	202076_at
BIRC2	202076_at
BIRC2	202076_at
GBP1	231577_s_at
GBP1	202270_at
GBP1	202269_x_at
GBP1	231577_s_at
GBP1	202270_at
GBP1	202269_x_at
GBP1	231577_s_at
GBP1	202270_at
GBP1	202269_x_at
GBP1	231577_s_at
GBP1	202269_x_at
GBP1	202269_x_at
NOXA1	232373_at
NOXA1	232373_at
MSR1	208423_s_at
MSR1	211887_x_at
MSR1	208423_s_at
MSR1	211887_x_at
MSR1	208423_s_at
MSR1	211887_x_at
MSR1	208423_s_at
MSR1	211887_x_at
MSR1	208423_s_at
MSR1	208422_at
MSR1	211887_x_at
MSR1	208423_s_at
MSR1	208422_at
MSR1	211887_x_at
MSR1	208423_s_at
MSR1	211887_x_at
MSR1	214770_at
FAM19A5	229655_at
FAM19A5	229459_at
FAM19A5	237094_at
FAM19A5	229655_at
FAM19A5	229459_at
FAM19A5	237094_at
FAM19A5	229655_at
FAM19A5	237094_at
FAM19A5	229655_at
FAM19A5	237094_at
BLOC1S1	202592_at
BLOC1S1	236291_at
BLOC1S1	202592_at
BLOC1S1	202592_at
BLOC1S1	202592_at
BLOC1S1	202592_at
BLOC1S1	202592_at
SLCO2B1	203472_s_at
SLCO2B1	203473_at
SLCO2B1	211557_x_at
SLCO2B1	203472_s_at
SLCO2B1	211557_x_at
SLCO2B1	203472_s_at
SLCO2B1	211557_x_at
SLCO2B1	203472_s_at
SLCO2B1	203473_at
SLCO2B1	211557_x_at
SLCO2B1	203472_s_at
SLCO2B1	211557_x_at
SLCO2B1	203472_s_at
SLCO2B1	203473_at
SLCO2B1	211557_x_at
SLCO2B1	203473_at
SLCO2B1	211557_x_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
SLC8A3	1568859_a_at
SLC8A3	1568859_a_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
SLC8A3	1562403_a_at
SLC8A3	1568859_a_at
LRRC37A7P	1569760_at
LRRC37A7P	1569761_x_at
LRRC37A7P	1569760_at
LRRC37A7P	1569761_x_at
TTN	208195_at
TTN	208195_at
TTN	208195_at
PRR23D2	240731_at
TULP4	239742_at
TULP4	239742_at
TULP4	239742_at
TULP4	218184_at
TULP4	224170_s_at
TULP4	224170_s_at
LINC00555	1562173_a_at
FAM169A	213954_at
FAM169A	235048_at
FAM169A	241265_x_at
FAM169A	213954_at
FAM169A	235048_at
FAM169A	213954_at
FAM169A	235048_at
FAM169A	241265_x_at
FAM169A	213954_at
FAM169A	235048_at
FAM169A	241265_x_at
GAL3ST2	1553046_s_at
CDRT15	240760_at
ZNF213	227207_x_at
ZNF213	227207_x_at
ZNF213	227207_x_at
ZNF213	227207_x_at
ZNF213	227207_x_at
FMO1	205666_at
FMO1	205666_at
FMO1	205666_at
FMO1	205666_at
FMO1	205666_at
FMO1	205666_at
RNU2-22P	236502_at
GAGE2E	208155_x_at
GAGE2E	208235_x_at
GAGE2E	207086_x_at
GAGE2E	206640_x_at
GAGE2E	207739_s_at
ATL1	223340_at
ATL1	223340_at
ATL1	223340_at
PLEKHH1	225727_at
PLEKHH1	225726_s_at
PLEKHH1	225727_at
PLEKHH1	225726_s_at
PLEKHH1	225727_at
PLEKHH1	225726_s_at
PLEKHH1	225727_at
PLEKHH1	225726_s_at
PLEKHH1	225727_at
PLEKHH1	225726_s_at
FAM71F2	237320_at
IQCJ-SCHIP1	204030_s_at
IQCJ-SCHIP1	204030_s_at
SCHIP1	204030_s_at
SCHIP1	204030_s_at
SCHIP1	204030_s_at
LAMC2	207517_at
LAMC2	202267_at
LAMC2	207517_at
LAMC2	202267_at
RPL23AP60	221634_at
TIAF1	202039_at
TIAF1	1560553_at
PLEKHN1	224125_at
PLEKHN1	224125_at
PLEKHN1	224125_at
IL10RB	209575_at
IL10RB	209575_at
IL10RB	209575_at
IL10RB	209575_at
TSPAN11	227610_at
PRSS27	232074_at
PRSS27	232074_at
PRSS27	232074_at
PRSS27	232074_at
ARL14EP	226383_at
NRAP	235312_s_at
NRAP	235313_at
NRAP	207089_at
NRAP	235312_s_at
NRAP	235313_at
NRAP	207089_at
NRAP	235312_s_at
NRAP	235313_at
NRAP	207089_at
NRAP	235312_s_at
NRAP	235313_at
NRAP	207089_at
NECAB1	233305_at
NECAB1	233305_at
NECAB1	233305_at
SLC10A3	204928_s_at
SLC10A3	204928_s_at
SLC10A3	204928_s_at
SLC10A3	204928_s_at
SLC10A3	204928_s_at
NDOR1	219899_x_at
NDOR1	234318_x_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
LRMP	240718_at
LRMP	35974_at
LRMP	204674_at
LRMP	35974_at
LRMP	204674_at
ATM	1570352_at
ATM	212672_at
ATM	210858_x_at
ATM	208442_s_at
ATM	1553387_at
ATM	210858_x_at
ATM	208442_s_at
ATM	1554631_at
ATM	1554631_at
ATM	210858_x_at
ATM	208442_s_at
ATM	210858_x_at
ATM	208442_s_at
ATM	212672_at
ATM	210858_x_at
ATM	208442_s_at
PGBD3	232287_at
FKBP1A	214119_s_at
FKBP1A	210186_s_at
FKBP1A	214119_s_at
FKBP1A	200709_at
FKBP1A	210186_s_at
FKBP1A	214119_s_at
FKBP1A	200709_at
FKBP1A	210186_s_at
FKBP1A	214119_s_at
FKBP1A	200709_at
FKBP1A	214119_s_at
FKBP1A	200709_at
FKBP1A	210186_s_at
FKBP1A	210187_at
FKBP1A	210186_s_at
FKBP1A	210187_at
FKBP1A	210186_s_at
FKBP1A	210187_at
FKBP1A	210186_s_at
FKBP1A	214119_s_at
FKBP1A	200709_at
FKBP1A	214119_s_at
FKBP1A	200709_at
FKBP1A	210186_s_at
THYN1	218491_s_at
THYN1	223711_s_at
THYN1	218491_s_at
THYN1	223711_s_at
THYN1	218491_s_at
THYN1	223711_s_at
THYN1	223711_s_at
THYN1	218491_s_at
THYN1	223711_s_at
THYN1	218491_s_at
THYN1	223711_s_at
THYN1	223711_s_at
RAB11A	200863_s_at
