HGNC.symbol	PROBEID
XYLT2	219401_at
PPP1R1B	225165_at
PPP1R1B	225165_at
PPP1R1B	225165_at
PPP1R1B	225165_at
PPP1R1B	225165_at
PPP1R1B	225165_at
PPP1R1B	225165_at
SPNS1	223173_at
SPNS1	223173_at
SPNS1	223173_at
SPNS1	223173_at
SPNS1	223173_at
SPNS1	223173_at
SPNS1	223173_at
FGF9	239178_at
FGF9	206404_at
FGF9	206404_at
FGF9	206404_at
TRADD	1729_at
TRADD	205641_s_at
TRADD	1729_at
TRADD	205641_s_at
TRADD	1729_at
TRADD	205641_s_at
NRBP1	217765_at
NRBP1	217765_at
NRBP1	217765_at
NRBP1	217765_at
NRBP1	217765_at
FAM83A	242944_at
FAM83A	238460_at
FAM83A	239586_at
FAM83A	238741_at
FAM83A	239586_at
FAM83A	242944_at
FAM83A	239586_at
FAM83A	242944_at
FAM83A	242944_at
FAM83A	239586_at
EIF1AXP1	201016_at
EIF1AXP1	201019_s_at
THSD7A	230008_at
THSD7A	229159_at
THSD7A	214920_at
THSD7A	213894_at
THSD7A	213894_at
THSD7A	230008_at
THSD7A	229159_at
THSD7A	214920_at
THSD7A	213894_at
RNASEK-C17orf49	224573_at
RNASEK-C17orf49	224574_at
RNASEK-C17orf49	224573_at
RNASEK-C17orf49	224574_at
RNASEK-C17orf49	224573_at
RNASEK-C17orf49	224573_at
RNASEK-C17orf49	224574_at
CCDC127	226515_at
CCDC127	236046_at
CCDC127	226515_at
DAND5	1562772_a_at
DAND5	1562772_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	1553513_at
VNN3	220528_at
VNN3	1553514_a_at
VNN3	1553514_a_at
VNN3	1553513_at
VNN3	1553514_a_at
VNN3	1553514_a_at
MAN1A1	221760_at
MAN1A1	208116_s_at
SATB1	241365_at
SATB1	203408_s_at
SATB1	203408_s_at
SATB1	203408_s_at
SATB1	203408_s_at
SATB1	203408_s_at
LY75	205668_at
SPRY2	204011_at
SPRY2	204011_at
RPRD2	212553_at
RPRD2	235415_at
RPRD2	226527_at
RPRD2	212553_at
RPRD2	235415_at
RPRD2	212553_at
RPRD2	235415_at
GJA8	208489_at
SNORD35A	200715_x_at
UNC5C	227838_at
UNC5C	1555342_a_at
UNC5C	206189_at
UNC5C	1555342_a_at
UNC5C	1555341_at
UNC5C	1555342_a_at
UNC5C	227838_at
UNC5C	1555342_a_at
UNC5C	206189_at
ZCWPW1	220618_s_at
ZCWPW1	223992_x_at
ZCWPW1	220618_s_at
ZCWPW1	223992_x_at
ZCWPW1	220618_s_at
ZCWPW1	223992_x_at
ZCWPW1	220618_s_at
ZCWPW1	223992_x_at
ZCWPW1	220618_s_at
ZCWPW1	223992_x_at
ZCWPW1	220618_s_at
ZCWPW1	223992_x_at
BRI3BP	231810_at
BRI3BP	225716_at
PCK2	202847_at
PCK2	202847_at
PCK2	202847_at
PCK2	202847_at
PCK2	202847_at
ARL6IP5	200761_s_at
ARL6IP5	200760_s_at
ARL6IP5	200760_s_at
ARL6IP5	200761_s_at
C9orf3	212848_s_at
C9orf3	212848_s_at
C9orf3	212848_s_at
C9orf3	212848_s_at
C9orf3	232270_at
C9orf3	212848_s_at
C9orf3	232270_at
C9orf3	212848_s_at
C9orf3	212848_s_at
C9orf3	212848_s_at
UBP1	218082_s_at
UBP1	218082_s_at
UBP1	218082_s_at
DOC2B	207311_at
DOC2B	236045_x_at
CCDC191	228476_at
LINC00616	1561098_at
ENOX2	204644_at
ENOX2	32042_at
ENOX2	204643_s_at
ENOX2	204644_at
ENOX2	32042_at
ENOX2	204643_s_at
ENOX2	204644_at
ENOX2	32042_at
ENOX2	204643_s_at
ENOX2	204644_at
ENOX2	32042_at
ENOX2	204643_s_at
ENOX2	204644_at
ENOX2	32042_at
ENOX2	204643_s_at
TRIL	205150_s_at
TRIL	205151_s_at
CMBL	227522_at
BTBD10	223174_at
BTBD10	223174_at
SLC38A10	238347_at
SLC38A10	242942_at
SLC38A10	212890_at
SLC38A10	212890_at
SLC38A10	212890_at
SLC38A10	212890_at
SLC38A10	238347_at
SLC38A10	242942_at
SLC38A10	230448_at
SLC38A10	238347_at
SLC38A10	242942_at
SLC38A10	242942_at
SLC38A10	238347_at
IP6K1	219920_s_at
IP6K1	212439_at
IP6K1	219920_s_at
IP6K1	212439_at
IP6K1	212439_at
KCNA7	232936_at
MFAP5	209758_s_at
MFAP5	209758_s_at
MFAP5	213765_at
MFAP5	213764_s_at
MFAP5	209758_s_at
MFAP5	213765_at
MFAP5	213764_s_at
MFAP5	209758_s_at
MFAP5	209758_s_at
MFAP5	209758_s_at
MFAP5	209758_s_at
MFAP5	209758_s_at
MFAP5	209758_s_at
MFAP5	209758_s_at
SLC19A2	209681_at
SLC19A2	209681_at
C11orf40	1553086_at
ITGB5	201125_s_at
ITGB5	201124_at
ITGB5	201125_s_at
ITGB5	201124_at
POLD2	201115_at
POLD2	201115_at
POLD2	201115_at
POLD2	201115_at
POLD2	201115_at
POLD2	201115_at
USMG5	225413_at
USMG5	225413_at
USMG5	225413_at
USMG5	225413_at
USMG5	225413_at
ZUFSP	228330_at
ZUFSP	228330_at
SNORA11	208682_s_at
CARNMT1	241781_at
CARNMT1	228324_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
ZCCHC17	223108_s_at
ZCCHC17	223107_s_at
DNAJC14	1554451_s_at
DNAJC14	223420_at
DNAJC14	1554451_s_at
DNAJC14	1554451_s_at
DNAJC14	223420_at
PPP1R2P9	207377_at
TP53BP2	203120_at
TP53BP2	203120_at
TP53BP2	203120_at
TP53BP2	203120_at
LCP1	208885_at
LCP1	208885_at
CUTC	218970_s_at
CUTC	218970_s_at
XPNPEP2	216910_at
XPNPEP2	206484_s_at
FAM210A	230739_at
FAM210A	235022_at
FAM210A	242149_at
FAM210A	235022_at
FAM210A	235022_at
FAM210A	235022_at
FAM210A	235022_at
FAM210A	230739_at
FAM210A	235022_at
FAM210A	242149_at
HBA2	211745_x_at
HBA2	214414_x_at
HBA2	211699_x_at
HBA2	204018_x_at
HBA2	209458_x_at
HBA2	217414_x_at
HBA2	211745_x_at
HBA2	214414_x_at
HBA2	211699_x_at
HBA2	204018_x_at
HBA2	209458_x_at
HBA2	217414_x_at
HBA2	211745_x_at
HBA2	214414_x_at
HBA2	211699_x_at
HBA2	204018_x_at
HBA2	209458_x_at
HBA2	217414_x_at
HBA2	211745_x_at
HBA2	214414_x_at
HBA2	211699_x_at
HBA2	204018_x_at
HBA2	209458_x_at
HBA2	217414_x_at
FENDRR	243059_at
FENDRR	242332_at
FENDRR	243059_at
FENDRR	242332_at
FENDRR	243059_at
FENDRR	243059_at
FENDRR	243059_at
FENDRR	243059_at
CARMIL1	1562939_at
CARMIL1	219573_at
CARMIL1	219573_at
SNRPGP15	205644_s_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	204647_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	204647_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	204647_at
HOMER3	222222_s_at
HOMER3	204647_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	204647_at
HOMER3	222222_s_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	222222_s_at
HOMER3	215489_x_at
HOMER3	204647_at
MAP1LC3A	224378_x_at
MAP1LC3A	232011_s_at
MAP1LC3A	227219_x_at
MAP1LC3A	224378_x_at
MAP1LC3A	232011_s_at
MAP1LC3A	227219_x_at
MAP1LC3A	232011_s_at
MAP1LC3A	224378_x_at
MAP1LC3A	232011_s_at
MAP1LC3A	227219_x_at
ZNF354C	234409_at
ZNF354C	228208_x_at
LTA4H	208771_s_at
LTA4H	208771_s_at
LTA4H	208771_s_at
LTA4H	208771_s_at
LTA4H	208771_s_at
KCNIP1	221307_at
KCNIP1	221307_at
KCNIP1	221307_at
KCNIP1	221307_at
KCNIP1	221307_at
KCNIP1	221307_at
KCNIP1	221307_at
KCNIP1	221307_at
SNTN	239150_at
SNTN	239150_at
PRMT7	219408_at
PRMT7	219408_at
PRMT7	219408_at
PRMT7	219408_at
PRMT7	219408_at
PRMT7	219408_at
PRMT7	219408_at
MTCH1	221619_s_at
MTCH1	221619_s_at
MTCH1	221619_s_at
MTCH1	221619_s_at
FICD	219910_at
FICD	219910_at
PINK1-AS	208674_x_at
CDK6	207143_at
CDK6	224847_at
CDK6	235287_at
CDK6	231198_at
CDK6	224848_at
CDK6	243000_at
CDK6	224851_at
CDK6	207143_at
CDK6	207143_at
CDK6	231198_at
CDK6	231198_at
SPDEF	214404_x_at
SPDEF	220192_x_at
SPDEF	213441_x_at
SPDEF	214404_x_at
SPDEF	220192_x_at
SPDEF	213441_x_at
GPM6A	209469_at
GPM6A	209470_s_at
GPM6A	209469_at
GPM6A	209470_s_at
GPM6A	209469_at
GPM6A	209470_s_at
GPM6A	236024_at
GPM6A	209469_at
GPM6A	209470_s_at
GPM6A	209470_s_at
GPM6A	236024_at
ZNF391	1562446_at
ZNF391	215523_at
ZNF391	215523_at
AVL9	212474_at
AVL9	212471_at
AVL9	212475_at
AVL9	1563452_at
AVL9	212471_at
AVL9	212475_at
AVL9	212474_at
AVL9	212471_at
AVL9	212475_at
AVL9	212471_at
AVL9	212471_at
AVL9	212475_at
CRYBA4	206843_at
CRYBA4	206843_at
EDN3	217154_s_at
EDN3	208399_s_at
EDN3	217154_s_at
EDN3	208399_s_at
EDN3	217154_s_at
EDN3	208399_s_at
EDN3	217154_s_at
EDN3	208399_s_at
EDN3	217154_s_at
EDN3	208399_s_at
NINJ1	203045_at
NINJ1	203045_at
NINJ1	203045_at
NINJ1	203045_at
FXYD4	231058_at
FXYD4	231058_at
FXYD4	231058_at
WDR88	1552452_at
WDR88	1552453_a_at
WDR88	1552453_a_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	210338_s_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	221891_x_at
HSPA8	224187_x_at
HSPA8	208687_x_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
HSPA8	210338_s_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	235780_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	235780_at
PRKACB	235780_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	202741_at
PRKACB	202742_s_at
PRKACB	202741_at
PRKACB	202742_s_at
ECM1	209365_s_at
ECM1	209365_s_at
ECM1	209365_s_at
ECM1	209365_s_at
ATF7IP	231825_x_at
ATF7IP	225917_at
ATF7IP	218987_at
ATF7IP	218987_at
ATF7IP	207728_at
ATF7IP	218987_at
ATF7IP	231825_x_at
ATF7IP	225917_at
ATF7IP	218987_at
SRSF3	202899_s_at
SRSF3	202899_s_at
SRSF3	202899_s_at
SRSF3	208672_s_at
SRSF3	208673_s_at
SRSF3	235324_at
SRSF3	202899_s_at
SRSF3	208672_s_at
SRSF3	202899_s_at
SRSF3	208672_s_at
SRSF3	208673_s_at
SRSF3	208672_s_at
SRSF3	208673_s_at
SERTM1	241672_at
ARHGDIB	1555812_a_at
ARHGDIB	201288_at
ARHGDIB	1555812_a_at
ARHGDIB	201288_at
ARHGDIB	1555812_a_at
ARHGDIB	201288_at
ARHGDIB	1555812_a_at
ARHGDIB	201288_at
ARHGDIB	1555812_a_at
ARHGDIB	1555812_a_at
ARHGDIB	201288_at
VPS11	203292_s_at
VPS11	203292_s_at
VPS11	203292_s_at
VPS11	203292_s_at
VPS11	203292_s_at
GML	208000_at
CLIC4	221881_s_at
CLIC4	201560_at
CLIC4	201559_s_at
CLIC4	221881_s_at
CLIC4	221881_s_at
CLIC4	201559_s_at
TBCK	226126_at
TBCK	226126_at
TBCK	226126_at
TBCK	226126_at
TBCK	226126_at
TBCK	226126_at
TBCK	226126_at
PTPRU	211320_s_at
PTPRU	211320_s_at
PTPRU	211320_s_at
PTPRU	211320_s_at
PTPRU	211320_s_at
PTPRU	211320_s_at
ZNF259P1	217185_s_at
ZNF259P1	217186_at
ZNF259P1	217185_s_at
ZNF259P1	217186_at
DZIP3	207232_s_at
DZIP3	213186_at
DZIP3	207232_s_at
DZIP3	213186_at
DZIP3	207232_s_at
DZIP3	207231_at
PSD2	223536_at
MAP1B	212233_at
MAP1B	214577_at
MAP1B	226084_at
LINC00299	1562717_at
FZD7	203705_s_at
FZD7	203706_s_at
RBMX	229999_at
RBMX	225310_at
RBMX	225310_at
RBMX	213762_x_at
RBMX	225310_at
RBMX	1556336_at
RBMX	213762_x_at
RBMX	1556336_at
RBMX	213762_x_at
RBMX	1556336_at
RBMX	213762_x_at
RBMX	1556336_at
RBMX	213762_x_at
LOXL1	203570_at
LOXL1	203570_at
LOXL1	203570_at
LOXL1	203570_at
LOXL1	203570_at
SPATA16	223876_at
MORF4L1	224561_s_at
MORF4L1	221381_s_at
MORF4L1	217982_s_at
MORF4L1	224561_s_at
MORF4L1	221381_s_at
MORF4L1	217982_s_at
MORF4L1	224561_s_at
MORF4L1	221381_s_at
MORF4L1	217982_s_at
MORF4L1	221381_s_at
MORF4L1	224561_s_at
MORF4L1	221381_s_at
MORF4L1	217982_s_at
MORF4L1	224561_s_at
MORF4L1	217982_s_at
MORF4L1	224561_s_at
MORF4L1	221381_s_at
MORF4L1	221381_s_at
MORF4L1	221381_s_at
MORF4L1	221381_s_at
PINK1	209018_s_at
PINK1	209019_s_at
PINK1	209018_s_at
PINK1	209019_s_at
PINK1	209018_s_at
PINK1	209019_s_at
TXNL1	235561_at
TXNL1	201588_at
TXNL1	201588_at
TXNL1	201588_at
TXNL1	201588_at
CREBRF	1554229_at
CREBRF	225957_at
CREBRF	1554229_at
CREBRF	225956_at
CREBRF	238476_at
CREBRF	235556_at
CREBRF	1554229_at
CREBRF	1554229_at
LINC00639	1557821_at
LINC00639	1557821_at
LINC00639	1557821_at
EML2-AS1	1569086_at
EML2-AS1	1569086_at
EML2-AS1	234026_at
EML2-AS1	1569086_at
EML2-AS1	234026_at
ZNF26	219595_at
ZNF26	1555325_s_at
ZNF26	219595_at
ZNF26	1555325_s_at
C16orf71	222089_s_at
C16orf71	222089_s_at
C16orf71	222089_s_at
GLB1	201576_s_at
GLB1	201576_s_at
GLB1	201576_s_at
MRPS25	226848_at
MRPS25	224015_s_at
MRPS25	224873_s_at
MRPS25	224869_s_at
MRPS25	224873_s_at
MRPS25	224015_s_at
MRPS25	224869_s_at
MRPS25	224869_s_at
CRLF3	205474_at
MAFK	206750_at
MAFK	226206_at
MAFK	206750_at
MAFK	226206_at
MAFK	206750_at
EFNA1	202023_at
EFNA1	202023_at
EFNA1	202023_at
EFNA1	202023_at
EFNA1	202023_at
SAMD9	219691_at
SAMD9	228531_at
SAMD9	219691_at
SAMD9	228531_at
PRCC	208938_at
PRCC	208938_at
PRCC	208938_at
PRCC	208938_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1562631_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1562631_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
TEX26-AS1	1560842_a_at
IP6K3	231179_at
IP6K3	231179_at
FLG-AS1	1570423_at
FLG-AS1	241014_at
FLG-AS1	241014_at
FLG-AS1	241014_at
FOXM1	202580_x_at
FOXM1	202580_x_at
FOXM1	202580_x_at
FOXM1	202580_x_at
FOXM1	202580_x_at
LSM14B	1553304_at
LSM14B	1553304_at
LSM14B	219653_at
LSM14B	231200_at
LSM14B	1553304_at
LSM14B	1553304_at
GEM	204472_at
GEM	204472_at
RAB11FIP2	203883_s_at
RAB11FIP2	203884_s_at
RAB11FIP2	203884_s_at
RAB11FIP2	203883_s_at
RAB11FIP2	203884_s_at
NBPF5P	1558862_at
NBPF5P	1558862_at
KLC3	1570402_at
KLC3	1552749_a_at
KLC3	1570402_at
KLC3	239853_at
KLC3	1570402_at
KLC3	239853_at
KLC3	1570402_at
KLC3	1552749_a_at
KLC3	1570402_at
KLC3	239853_at
MRPS30	218398_at
MRPS30	218398_at
MRPS30	227600_at
MRPS30	231207_at
MRPS30	222275_at
OLMALINC	225457_s_at
OLMALINC	232230_at
STXBP6	230560_at
STXBP6	220994_s_at
STXBP6	226462_at
STXBP6	230560_at
STXBP6	220994_s_at
STXBP6	226462_at
STXBP6	220994_s_at
STXBP6	226462_at
STXBP6	220994_s_at
STXBP6	226462_at
STXBP6	220994_s_at
STXBP6	226462_at
STXBP6	220995_at
STXBP6	220994_s_at
STXBP6	220994_s_at
STXBP6	226462_at
CLNS1A	242492_at
CLNS1A	209143_s_at
CLNS1A	242492_at
CLNS1A	209143_s_at
CLNS1A	209143_s_at
CLNS1A	209143_s_at
CLNS1A	209143_s_at
HSF2	209657_s_at
HSF2	211220_s_at
HSF2	209657_s_at
HSF2	209657_s_at
HSF2	211220_s_at
GRAMD1A	224807_at
GRAMD1A	224807_at
GRAMD1A	224807_at
GRAMD1A	224807_at
GRAMD1A	244808_at
GRAMD1A	244808_at
GRAMD1A	244808_at
GRAMD1A	224807_at
PRRT1	229890_at
PRRT1	231739_at
PRRT1	229890_at
PRRT1	231739_at
PRRT1	229890_at
PRRT1	231739_at
PRRT1	229890_at
PRRT1	231739_at
PRRT1	230054_at
PRRT1	229890_at
PRRT1	231739_at
PRRT1	230054_at
PRRT1	230054_at
PRRT1	230054_at
PRRT1	230054_at
PRRT1	230054_at
PRRT1	230054_at
IL9	208193_at
BCRP3	217223_s_at
BCRP3	217223_s_at
BCRP3	217223_s_at
BCRP3	226602_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	217007_s_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	217007_s_at
ADAM15	1555896_a_at
ADAM15	1555896_a_at
ADAM15	1555896_a_at
ADAM15	1555896_a_at
KCTD3	217894_at
KCTD3	217894_at
ZNF777	1553172_at
ZNF777	226983_at
ARL4AP2	205020_s_at
PITPNM3	221254_s_at
PITPNM3	230076_at
PITPNM3	221254_s_at
PITPNM3	230076_at
PITPNM3	221254_s_at
PITPNM3	221254_s_at
RTN4IP1	224509_s_at
RTN4IP1	1555679_a_at
RTN4IP1	1555679_a_at
FAM103A2P	225208_s_at
FAM103A2P	225210_s_at
SLC31A1	203971_at
SLC31A1	235013_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	228990_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	228990_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	228990_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	223773_s_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	223774_at
SNHG12	223773_s_at
SNHG12	223774_at
SNHG12	228990_at
SNHG12	223774_at
SNHG12	228990_at
FAM216B	1556711_at
FAM216B	1556711_at
ZBTB34	227111_at
ZBTB34	227111_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	206050_s_at
RNH1	216798_at
RNH1	216798_at
RNH1	206050_s_at
NDRG3	224368_s_at
NDRG3	217286_s_at
NDRG3	221082_s_at
NDRG3	224368_s_at
NDRG3	217286_s_at
NDRG3	221082_s_at
NDRG3	224368_s_at
NDRG3	217286_s_at
NDRG3	221082_s_at
NDRG3	224368_s_at
NDRG3	217286_s_at
NDRG3	221082_s_at
TMEM74	1555159_at
TMEM74	1552521_a_at
TMEM74	1552520_at
EGLN2	223083_s_at
EGLN2	220956_s_at
EGLN2	223083_s_at
EGLN2	223083_s_at
EGLN2	220956_s_at
EGLN2	223083_s_at
EGLN2	220956_s_at
EGLN2	223083_s_at
EGLN2	223083_s_at
EGLN2	223083_s_at
EGLN2	223083_s_at
EGLN2	223083_s_at
EGLN2	223083_s_at
EGLN2	220956_s_at
EGLN2	220956_s_at
EGLN2	220956_s_at
EGLN2	220956_s_at
EGLN2	220956_s_at
EGLN2	220956_s_at
COL5A3	52255_s_at
COL5A3	218975_at
POMK	1553246_a_at
POMK	1553246_a_at
POMK	1553246_a_at
CCL13	206407_s_at
CCL13	206407_s_at
MACC1	232151_at
MACC1	1559361_at
MACC1	1566766_a_at
SLC22A25	1561093_at
SLC22A25	1561094_a_at
PAWR	204004_at
PAWR	204005_s_at
PAWR	214237_x_at
PAWR	226223_at
PAWR	226231_at
PAWR	229515_at
PAWR	229515_at
PAWR	226231_at
PAWR	204005_s_at
PAWR	214237_x_at
PAWR	214237_x_at
KIAA1683	223600_s_at
KIAA1683	223600_s_at
KIAA1683	223600_s_at
KIAA1683	223600_s_at
KIAA1683	223600_s_at
LINC00924	1558881_at
NCOA7	225344_at
NCOA7	243807_at
NCOA7	243807_at
NCOA7	243807_at
NCOA7	225344_at
NCOA7	225344_at
NCOA7	225344_at
SARM1	213257_at
SARM1	213259_s_at
SARM1	234060_at
SARM1	213259_s_at
DKK3	214247_s_at
DKK3	202196_s_at
DKK3	214247_s_at
DKK3	202196_s_at
DKK3	214247_s_at
DKK3	202196_s_at
DKK3	230508_at
DKK3	230508_at
DKK3	230508_at
ZNF792	235052_at
KANK4	229125_at
KANK4	229125_at
KANK4	229125_at
KANK4	229125_at
RASA4DP	212707_s_at
RASA4DP	208534_s_at
COX7A2P2	217249_x_at
BOLA3	227291_s_at
BOLA3	227291_s_at
BOLA3	227291_s_at
BOLA3	227291_s_at
BOLA3	227291_s_at
ARHGAP42	230047_at
ARHGAP42	223595_at
ARHGAP42	1553383_at
ARHGAP42	230047_at
CASP9	237451_x_at
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	240437_at
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	210775_x_at
CASP9	203984_s_at
DCAF6	217908_s_at
DCAF6	232349_x_at
DCAF6	217908_s_at
DCAF6	232349_x_at
DCAF6	217908_s_at
DCAF6	232349_x_at
DCAF6	217908_s_at
DCAF6	232349_x_at
DCAF6	232349_x_at
DCAF6	217908_s_at
DCAF6	232349_x_at
COL3A1	201852_x_at
COL3A1	215076_s_at
COL3A1	211161_s_at
COL3A1	201852_x_at
COL3A1	215076_s_at
COL3A1	211161_s_at
COL3A1	201852_x_at
COL3A1	215076_s_at
GFRA2	205722_s_at
GFRA2	205721_at
GFRA2	205722_s_at
GFRA2	205721_at
GFRA2	205722_s_at
GFRA2	205722_s_at
GFRA2	205722_s_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
NDUFV1	208714_at
LMBRD1	218191_s_at
LMBRD1	218191_s_at
LMBRD1	218191_s_at
OMP	221361_at
CRYAB	209283_at
CRYAB	209283_at
CRYAB	209283_at
CRYAB	209283_at
CRYAB	209283_at
CRYAB	209283_at
CRYAB	209283_at
CRYAB	209283_at
EEF1A1P13	213614_x_at
EEF1A1P13	213477_x_at
EEF1A1P13	204892_x_at
PPP4R3A	220368_s_at
PPP4R3A	223160_s_at
PPP4R3A	220368_s_at
PPP4R3A	223160_s_at
PPP4R3A	220368_s_at
PPP4R3A	223160_s_at
PPP4R3A	223160_s_at
PPP4R3A	220369_at
PPP4R3A	220368_s_at
PPP4R3A	223160_s_at
PPP4R3A	220369_at
PPP4R3A	220368_s_at
PPP4R3A	220368_s_at
PSMD4	211609_x_at
PSMD4	210460_s_at
PSMD4	200882_s_at
PSMD4	211609_x_at
PSMD4	210460_s_at
PSMD4	200882_s_at
PSMD4	211609_x_at
PSMD4	210459_at
PSMD4	210460_s_at
PSMD4	211609_x_at
PSMD4	210459_at
PSMD4	210460_s_at
PSMD4	200882_s_at
PSMD4	211609_x_at
PSMD4	210459_at
PSMD4	210460_s_at
PSMD4	211609_x_at
PSMD4	210460_s_at
PSMD4	200882_s_at
PSMD4	211609_x_at
PSMD4	210459_at
PSMD4	210460_s_at
PSMD4	211609_x_at
PSMD4	210460_s_at
PSMD4	200882_s_at
PSMD4	211609_x_at
PSMD4	210459_at
PSMD4	210460_s_at
PSMD4	200882_s_at
PSMD4	211609_x_at
PSMD4	210460_s_at
PSMD4	200882_s_at
RSG1	220963_s_at
RSG1	220963_s_at
AIMP1	202541_at
AIMP1	227605_at
AIMP1	202542_s_at
AIMP1	202541_at
AIMP1	227605_at
AIMP1	202542_s_at
AIMP1	202541_at
AIMP1	227605_at
AIMP1	202542_s_at
SCARB1	201819_at
SCARB1	1552256_a_at
SCARB1	201819_at
SCARB1	1552256_a_at
SCARB1	201819_at
SCARB1	1552256_a_at
SCARB1	201819_at
SCARB1	1552256_a_at
SCARB1	201819_at
